,Game,Platform,Hours,earnings,whyplay,League,streams,Age,Work,Degree,Playstyle,SPIN_T,SWL_T,GAD_T,Social_Anxiety,Life_Satisfaction,Anxiety_Level,Narcissism,Residence,Birthplace,Residence_ISO3,Birthplace_ISO3
903,League of Legends,PC,30.0,I play for fun,improving,Platinum,1.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,6.0,12,2,None,Satisfied,Minimal Anxiety,1.0,Serbia,Serbia,SRB,SRB
907,League of Legends,PC,20.0,I play for fun,winning,Diamond,8.0,18,Student at school,None,Multiplayer - online - with real life friends,50.0,13,14,Severe,Satisfied,Moderate Anxiety,2.0,Turkey,Turkey,TUR,TUR
913,League of Legends,PC,5.0,I play for fun,improving,Gold,3.0,24,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,17.0,18,14,None,Slightly Satisfied,Moderate Anxiety,3.0,Poland,Poland,POL,POL
916,League of Legends,PC,16.0,I play for fun,improving,Silver,6.0,18,Student at school,None,Multiplayer - online - with real life friends,40.0,11,13,Moderate,Satisfied,Moderate Anxiety,4.0,Spain,Spain,ESP,ESP
924,League of Legends,PC,10.0,I play for fun,having fun,Gold,15.0,23,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,3.0,25,1,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Greece,Greece,GRC,GRC
927,Diablo 3,PC,13.0,I play for fun,having fun,Gold,1.0,18,Student at school,High school diploma (or equivalent),Singleplayer,6.0,17,1,None,Slightly Satisfied,Minimal Anxiety,1.0,Denmark,Denmark,DNK,DNK
930,League of Legends,PC,35.0,I play for fun,having fun,Diamond,15.0,18,Student at school,None,Multiplayer - online - with real life friends,22.0,17,5,Mild,Slightly Satisfied,Mild Anxiety,2.0,Poland,Poland,POL,POL
931,League of Legends,PC,14.0,I play for fun,relaxing,Gold,4.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,26.0,21,6,Mild,Slightly Dissatisfied,Mild Anxiety,3.0,South Africa,South Africa,ZAF,ZAF
934,League of Legends,PC,12.0,I play for fun,winning,Gold,24.0,25,Student at college / university,Master (or equivalent),Multiplayer - online - with online acquaintances or teammates,29.0,28,3,Mild,Dissatisfied,Minimal Anxiety,1.0,Portugal,Portugal,PRT,PRT
937,League of Legends,PC,25.0,I play for fun,winning,Gold,20.0,20,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,40.0,8,13,Moderate,Extremely Satisfied,Moderate Anxiety,1.0,UK,UK,GBR,GBR
940,Other,PC,50.0,I play for fun,having fun,Gold,1.0,20,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,8,15,None,Extremely Satisfied, Severe Anxiety,1.0,Norway,Norway,NOR,NOR
941,League of Legends,PC,10.0,I play for fun,having fun,Gold,8.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,68.0,21,7,Very Severe,Slightly Dissatisfied,Mild Anxiety,3.0,India,India,IND,IND
946,League of Legends,PC,34.0,I play for fun,improving,Silver,4.0,37,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,39.0,22,5,Moderate,Slightly Dissatisfied,Mild Anxiety,1.0,Spain,Spain,ESP,ESP
954,League of Legends,PC,30.0,I play for fun,improving,Gold,10.0,18,Student at college / university,None,Multiplayer - online - with strangers,5.0,17,1,None,Slightly Satisfied,Minimal Anxiety,3.0,UK,UK,GBR,GBR
959,League of Legends,PC,2.0,I play for fun,improving,Gold,20.0,20,Student at college / university,High school diploma (or equivalent),Singleplayer,26.0,17,5,Mild,Slightly Satisfied,Mild Anxiety,2.0,Canada,Canada,CAN,CAN
965,League of Legends,PC,10.0,I play for fun,having fun,Gold,21.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,23.0,22,12,Mild,Slightly Dissatisfied,Moderate Anxiety,5.0,Austria,Austria,AUT,AUT
997,League of Legends,PC,20.0,I play for fun,improving,Platinum,3.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,16.0,20,11,None,Neutral,Moderate Anxiety,3.0,Egypt,Egypt,EGY,EGY
999,League of Legends,PC,40.0,I play for fun,improving,Gold,10.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,51.0,15,14,Very Severe,Slightly Satisfied,Moderate Anxiety,1.0,USA,USA,USA,USA
1010,Starcraft 2,PC,4.0,I play for fun,having fun,Diamond,7.0,25,Employed,Master (or equivalent),Multiplayer - online - with strangers,16.0,21,6,None,Slightly Dissatisfied,Mild Anxiety,1.0,Sweden,Sweden,SWE,SWE
1012,League of Legends,PC,5.0,I play for fun,relaxing,Diamond,15.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,15.0,30,5,None,Dissatisfied,Mild Anxiety,3.0,Germany,Czech Republic,DEU,CZE
1015,League of Legends,PC,10.0,I play for fun,having fun,Gold,20.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,28.0,12,12,Mild,Satisfied,Moderate Anxiety,2.0,USA,USA,USA,USA
1020,League of Legends,PC,20.0,I play for fun,improving,Gold,15.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,9.0,14,3,None,Satisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
1026,Other,PC,3.0,I play for fun,having fun,Silver,10.0,25,Employed,Bachelor (or equivalent),Multiplayer - online - with strangers,9.0,32,0,None,Extremely Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
1033,League of Legends,PC,40.0,I play for fun,improving,Diamond,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,24.0,10,8,Mild,Satisfied,Mild Anxiety,1.0,France,France,FRA,FRA
1036,League of Legends,PC,15.0,I play for fun,improving,Gold,30.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,24.0,21,3,Mild,Slightly Dissatisfied,Minimal Anxiety,3.0,Germany,Germany,DEU,DEU
1059,League of Legends,PC,25.0,I play for fun,having fun,Platinum,20.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,18.0,22,5,None,Slightly Dissatisfied,Mild Anxiety,1.0,UK,UK,GBR,GBR
1066,League of Legends,PC,14.0,I play for fun,improving,Platinum,2.0,26,Employed,Master (or equivalent),Multiplayer - online - with real life friends,0.0,30,0,None,Dissatisfied,Minimal Anxiety,1.0,Canada,Canada,CAN,CAN
1073,Hearthstone,PC,21.0,I play for fun,having fun,Gold,30.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,18,0,None,Slightly Satisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
1080,League of Legends,PC,35.0,I play for fun,improving,Diamond,7.0,22,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,33.0,18,3,Moderate,Slightly Satisfied,Minimal Anxiety,1.0,Hungary,Hungary,HUN,HUN
1093,League of Legends,PC,24.0,I play for fun,improving,Bronze,0.0,19,Employed,None,Multiplayer - online - with real life friends,0.0,5,0,None,Extremely Satisfied,Minimal Anxiety,1.0,Australia,Australia,AUS,AUS
1100,League of Legends,PC,30.0,I play for fun,winning,Platinum,5.0,23,Employed,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,36.0,18,3,Moderate,Slightly Satisfied,Minimal Anxiety,3.0,UK,UK,GBR,GBR
1106,League of Legends,PC,70.0,I play for fun,winning,Diamond,4.0,23,Unemployed / between jobs,High school diploma (or equivalent),Singleplayer,20.0,5,12,None,Extremely Satisfied,Moderate Anxiety,1.0,Unknown,UK,,GBR
1110,League of Legends,PC,25.0,I play for fun,improving,Platinum,20.0,20,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,7.0,34,4,None,Extremely Dissatisfied,Minimal Anxiety,4.0,Russia,Russia,RUS,RUS
1121,League of Legends,PC,30.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,8.0,19,Student at school,None,Multiplayer - online - with real life friends,28.0,14,7,Mild,Satisfied,Mild Anxiety,3.0,Sweden,Sweden,SWE,SWE
1122,League of Legends,PC,30.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,10.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,29.0,16,5,Mild,Slightly Satisfied,Mild Anxiety,1.0,USA,USA,USA,USA
1126,League of Legends,PC,32.0,I play for fun,improving,Platinum,1.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,2.0,33,3,None,Extremely Dissatisfied,Minimal Anxiety,3.0,Romania,Romania,ROU,ROU
1132,League of Legends,PC,8.0,I play for fun,having fun,Bronze,15.0,26,Student at school,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,32.0,25,4,Moderate,Slightly Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
1134,League of Legends,PC,35.0,I play for fun,winning,Gold,10.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,20.0,16,2,None,Slightly Satisfied,Minimal Anxiety,3.0,UK,UK,GBR,GBR
1138,League of Legends,PC,20.0,I play for fun,winning,Platinum,5.0,25,Employed,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,5.0,29,0,None,Dissatisfied,Minimal Anxiety,2.0,New Zealand ,New Zealand,NZL,NZL
1145,League of Legends,PC,17.0,I play for fun,improving,Diamond,6.0,18,Student at school,None,Multiplayer - online - with real life friends,13.0,18,5,None,Slightly Satisfied,Mild Anxiety,2.0,Sweden,Sweden,SWE,SWE
1161,League of Legends,PC,35.0,I earn a living by playing this game,having fun,Diamond,0.0,18,Student at school,None,Multiplayer - online - with strangers,26.0,26,1,Mild,Dissatisfied,Minimal Anxiety,3.0,Norway,USA,NOR,USA
1164,League of Legends,PC,20.0,I play for fun,having fun,Gold,5.0,22,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,22.0,19,4,Mild,Slightly Satisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
1165,League of Legends,PC,20.0,I play for fun,winning,Gold,5.0,21,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,9.0,23,0,None,Slightly Dissatisfied,Minimal Anxiety,2.0,Canada,Pakistan,CAN,PAK
1174,League of Legends,PC,20.0,"I play mostly for fun but earn a little on the side (tournament winnings, streaming, etc)",having fun,Platinum,15.0,24,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,20.0,18,3,None,Slightly Satisfied,Minimal Anxiety,2.0,Netherlands,Netherlands,NLD,NLD
1188,League of Legends,PC,16.0,I play for fun,improving,Silver,28.0,20,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with strangers,35.0,10,4,Moderate,Satisfied,Minimal Anxiety,2.0,UK,UK,GBR,GBR
1190,League of Legends,PC,20.0,I play for fun,having fun,Silver,5.0,26,Unemployed / between jobs,Master (or equivalent),Multiplayer - online - with real life friends,27.0,21,4,Mild,Slightly Dissatisfied,Minimal Anxiety,1.0,Netherlands,Netherlands,NLD,NLD
1198,League of Legends,PC,20.0,I play for fun,having fun,Bronze,5.0,26,Employed,High school diploma (or equivalent),Multiplayer - online - with online acquaintances or teammates,4.0,25,0,None,Slightly Dissatisfied,Minimal Anxiety,3.0,USA,USA,USA,USA
1228,League of Legends,PC,25.0,I play for fun,improving,Silver,5.0,21,Employed,High school diploma (or equivalent),Multiplayer - online - with real life friends,2.0,31,0,None,Extremely Dissatisfied,Minimal Anxiety,1.0,USA,USA,USA,USA
1236,League of Legends,PC,50.0,I play for fun,having fun,Platinum,5.0,18,Student at school,None,Multiplayer - online - with online acquaintances or teammates,21.0,26,0,Mild,Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
1238,League of Legends,PC,42.0,I play for fun,having fun,Platinum,20.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,32.0,25,14,Moderate,Slightly Dissatisfied,Moderate Anxiety,4.0,Australia,Australia,AUS,AUS
1252,League of Legends,PC,16.0,I play for fun,having fun,Silver,10.0,23,Student at college / university,High school diploma (or equivalent),Singleplayer,7.0,14,11,None,Satisfied,Moderate Anxiety,2.0,Italy,Italy,ITA,ITA
1261,League of Legends,PC,25.0,I play for fun,having fun,Platinum,7.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with real life friends,17.0,29,11,None,Dissatisfied,Moderate Anxiety,3.0,Canada,Canada,CAN,CAN
1265,League of Legends,PC,15.0,I play for fun,winning,Silver,5.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,55.0,27,16,Very Severe,Dissatisfied, Severe Anxiety,1.0,USA,USA,USA,USA
1274,League of Legends,PC,16.0,I play for fun,relaxing,Gold,6.0,25,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,10.0,21,6,None,Slightly Dissatisfied,Mild Anxiety,1.0,UK,UK,GBR,GBR
1279,Counter Strike,PC,30.0,I play for fun,having fun,Platinum,10.0,22,Unemployed / between jobs,High school diploma (or equivalent),Multiplayer - online - with real life friends,17.0,30,5,None,Dissatisfied,Mild Anxiety,1.0,Slovenia,Slovenia,SVN,SVN
1291,League of Legends,PC,14.0,I play for fun,having fun,Platinum,3.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with strangers,6.0,22,0,None,Slightly Dissatisfied,Minimal Anxiety,3.0,Germany,Germany,DEU,DEU
1295,League of Legends,PC,10.0,I play for fun,improving,Bronze,10.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,25.0,26,1,Mild,Dissatisfied,Minimal Anxiety,2.0,USA,USA,USA,USA
1322,League of Legends,PC,5.0,I play for fun,improving,Platinum,7.0,18,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,36.0,12,7,Moderate,Satisfied,Mild Anxiety,3.0,Denmark,Denmark,DNK,DNK
1331,League of Legends,PC,24.0,I play for fun,having fun,Gold,10.0,24,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,9.0,22,5,None,Slightly Dissatisfied,Mild Anxiety,1.0,Spain,Spain,ESP,ESP
1335,League of Legends,PC,10.0,I play for fun,winning,Platinum,20.0,18,Student at school,None,Multiplayer - online - with strangers,30.0,18,10,Mild,Slightly Satisfied,Moderate Anxiety,1.0,Sweden,Sweden,SWE,SWE
1342,League of Legends,PC,20.0,I play for fun,improving,Silver,5.0,23,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with online acquaintances or teammates,19.0,32,3,None,Extremely Dissatisfied,Minimal Anxiety,1.0,Hungary,Hungary,HUN,HUN
1347,League of Legends,PC,21.0,I play for fun,winning,Gold,4.0,21,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,30.0,27,10,Mild,Dissatisfied,Moderate Anxiety,3.0,Belgium,Belgium,BEL,BEL
1354,League of Legends,PC,14.0,I play for fun,improving,Platinum,6.0,20,Student at college / university,High school diploma (or equivalent),Multiplayer - online - with real life friends,10.0,24,1,None,Slightly Dissatisfied,Minimal Anxiety,1.0,Mexico,Mexico,MEX,MEX
1357,League of Legends,PC,10.0,I play for fun,improving,Diamond,10.0,22,Unemployed / between jobs,Bachelor (or equivalent),Multiplayer - online - with strangers,5.0,19,0,None,Slightly Satisfied,Minimal Anxiety,3.0,India,India,IND,IND
1358,League of Legends,PC,40.0,I play for fun,winning,Platinum,5.0,18,Student at school,High school diploma (or equivalent),Multiplayer - online - with strangers,44.0,6,14,Severe,Extremely Satisfied,Moderate Anxiety,4.0,Croatia,Croatia,HRV,HRV
1359,League of Legends,PC,28.0,I play for fun,having fun,Platinum,3.0,23,Student at college / university,Bachelor (or equivalent),Multiplayer - online - with real life friends,1.0,29,0,None,Dissatisfied,Minimal Anxiety,2.0,Germany,Germany,DEU,DEU
